date,corridor,rate
2025-07-30,USD/INR,83.11417810213864
2025-07-31,USD/INR,83.22711312803612
2025-08-01,USD/INR,83.19080035269864
2025-08-02,USD/INR,83.13027825026116
2025-08-03,USD/INR,82.93694615107194
2025-08-04,USD/INR,83.15179384409865
2025-08-05,USD/INR,82.84543495709248
2025-08-06,USD/INR,82.952636278652
2025-08-07,USD/INR,82.90292729043418
2025-08-08,USD/INR,83.01637482787727
2025-08-09,USD/INR,83.4629317133347
2025-08-10,USD/INR,82.62654696148165
2025-08-11,USD/INR,83.1372520380749
2025-08-12,USD/INR,82.67745682576206
2025-08-13,USD/INR,82.90561362684211
2025-08-14,USD/INR,83.21779011939347
2025-08-15,USD/INR,83.0128560038191
2025-08-16,USD/INR,82.78445104441414
2025-08-17,USD/INR,82.856939258148
2025-08-18,USD/INR,83.13591954978693
2025-08-19,USD/INR,82.85392667365657
2025-08-20,USD/INR,83.04329171791639
2025-08-21,USD/INR,83.00911436798076
2025-08-22,USD/INR,82.86967993047884
2025-08-23,USD/INR,83.42878881786507
2025-08-24,USD/INR,83.1267838044636
2025-08-25,USD/INR,82.59497148266848
2025-08-26,USD/INR,83.03729086295388
2025-08-27,USD/INR,82.86764270704633
2025-08-28,USD/INR,83.17048666695925
2025-08-29,USD/INR,82.84149585231346
2025-08-30,USD/INR,82.97705271170662
2025-08-31,USD/INR,83.10099745579609
2025-09-01,USD/INR,83.17315103883402
2025-09-02,USD/INR,82.75994071858885
2025-09-03,USD/INR,82.93309975283181
2025-09-04,USD/INR,82.90501093776781
2025-09-05,USD/INR,82.86933415348526
2025-09-06,USD/INR,83.35309084805623
2025-09-07,USD/INR,83.0809963421922
2025-09-08,USD/INR,82.74782320913299
2025-09-09,USD/INR,83.18357238941095
2025-09-10,USD/INR,83.42443123940252
2025-09-11,USD/INR,83.20649305211023
2025-09-12,USD/INR,82.6961260068092
2025-09-13,USD/INR,82.90315318542675
2025-09-14,USD/INR,83.25338222983733
2025-09-15,USD/INR,82.85846610687625
2025-09-16,USD/INR,83.08876388562925
2025-09-17,USD/INR,83.15492681068586
2025-09-18,USD/INR,82.81461390568438
2025-09-19,USD/INR,82.98809492878765
2025-09-20,USD/INR,82.35174653198618
2025-09-21,USD/INR,82.79512247173314
2025-09-22,USD/INR,82.94948636972137
2025-09-23,USD/INR,82.75044336360703
2025-09-24,USD/INR,83.32648226078632
2025-09-25,USD/INR,82.71397172440787
2025-09-26,USD/INR,82.91199110266061
2025-09-27,USD/INR,83.02614811545722
2025-09-28,USD/INR,83.28825465781323
2025-09-29,USD/INR,82.71282756976412
2025-09-30,USD/INR,83.232632750431
2025-10-01,USD/INR,83.00204661220391
2025-10-02,USD/INR,82.80369826979042
2025-10-03,USD/INR,83.09242069485265
2025-10-04,USD/INR,83.0398119391147
2025-10-05,USD/INR,82.87995662456824
2025-10-06,USD/INR,83.013960416998
2025-10-07,USD/INR,82.92293728062765
2025-10-08,USD/INR,83.02270346905026
2025-10-09,USD/INR,83.13242613490421
2025-10-10,USD/INR,83.31720336322907
2025-10-11,USD/INR,82.75243690023463
2025-10-12,USD/INR,83.42660667493125
2025-10-13,USD/INR,82.6095824400955
2025-10-14,USD/INR,82.96964298099289
2025-10-15,USD/INR,83.11766344129691
2025-10-16,USD/INR,83.056198373547
2025-10-17,USD/INR,82.87546009603588
2025-10-18,USD/INR,82.95837554992855
2025-10-19,USD/INR,82.90139981306824
2025-10-20,USD/INR,82.88212704861115
2025-10-21,USD/INR,83.1699204194042
2025-10-22,USD/INR,83.07140309719301
2025-10-23,USD/INR,82.86141808094787
2025-10-24,USD/INR,83.17991997508665
2025-10-25,USD/INR,83.06145990417532
2025-10-26,USD/INR,83.1625724237678
2025-10-27,USD/INR,83.12592576838472
2025-10-28,USD/INR,82.83420099781559
2025-10-29,USD/INR,82.8879637919606
2025-10-30,USD/INR,83.14945872102466
2025-10-31,USD/INR,83.12207405308669
2025-11-01,USD/INR,82.99581968120717
2025-11-02,USD/INR,83.02346547666176
2025-11-03,USD/INR,83.25553297915768
2025-11-04,USD/INR,82.88168572223283
2025-11-05,USD/INR,83.10941947623401
2025-11-06,USD/INR,82.95956146951322
2025-11-07,USD/INR,82.95646375935456
2025-11-08,USD/INR,83.21975537039744
2025-11-09,USD/INR,83.1650832697976
2025-11-10,USD/INR,83.16270192720013
2025-11-11,USD/INR,83.26109576143087
2025-11-12,USD/INR,83.00420076832656
2025-11-13,USD/INR,83.136390594259
2025-11-14,USD/INR,82.9379466486813
2025-11-15,USD/INR,83.06483327049769
2025-11-16,USD/INR,82.97397138912646
2025-11-17,USD/INR,83.01939919299855
2025-11-18,USD/INR,83.11903140508738
2025-11-19,USD/INR,82.8363558633533
2025-11-20,USD/INR,83.4184774551371
2025-11-21,USD/INR,82.79879652370006
2025-11-22,USD/INR,82.75716227744245
2025-11-23,USD/INR,83.23162217470001
2025-11-24,USD/INR,83.15833253879259
2025-11-25,USD/INR,83.12482396341044
2025-11-26,USD/INR,83.12566910185285
2025-11-27,USD/INR,82.99755064543062
2025-11-28,USD/INR,82.82054912570284
2025-11-29,USD/INR,83.01516091163874
2025-11-30,USD/INR,82.86456765769758
2025-12-01,USD/INR,83.19502394668355
2025-12-02,USD/INR,82.97058852369958
2025-12-03,USD/INR,82.8349005606415
2025-12-04,USD/INR,82.9357228316694
2025-12-05,USD/INR,83.08258629085512
2025-12-06,USD/INR,82.88725508943921
2025-12-07,USD/INR,82.83555592088672
2025-12-08,USD/INR,83.04873744229839
2025-12-09,USD/INR,83.04899331422175
2025-12-10,USD/INR,82.89861136492577
2025-12-11,USD/INR,82.90579233887634
2025-12-12,USD/INR,83.04640998747152
2025-12-13,USD/INR,82.71038313170054
2025-12-14,USD/INR,82.71850724512468
2025-12-15,USD/INR,82.85631115574951
2025-12-16,USD/INR,82.95731056965764
2025-12-17,USD/INR,83.0621815131196
2025-12-18,USD/INR,83.29507124338991
2025-12-19,USD/INR,83.1715319246404
2025-12-20,USD/INR,82.96801229400731
2025-12-21,USD/INR,82.99619675841946
2025-12-22,USD/INR,82.79949412707244
2025-12-23,USD/INR,82.99629737280152
2025-12-24,USD/INR,82.94226827221597
2025-12-25,USD/INR,83.06454371206762
2025-12-26,USD/INR,82.83455381128954
2025-12-27,USD/INR,83.10386930284824
2025-12-28,USD/INR,83.30654778260052
2025-12-29,USD/INR,82.97824797030863
2025-12-30,USD/INR,83.08034234441979
2025-12-31,USD/INR,83.13802879834222
2025-01-01,USD/MXN,17.419755905622832
2025-01-02,USD/MXN,17.544818496362083
2025-01-03,USD/MXN,17.502518480156358
2025-01-04,USD/MXN,17.519535219709766
2025-01-05,USD/MXN,17.345398043228908
2025-01-06,USD/MXN,17.50490203485179
2025-01-07,USD/MXN,17.59959965824909
2025-01-08,USD/MXN,17.790228721559007
2025-01-09,USD/MXN,17.69185416521704
2025-01-10,USD/MXN,17.930636491502312
2025-01-11,USD/MXN,17.346530487422392
2025-01-12,USD/MXN,17.674464127344137
2025-01-13,USD/MXN,17.536668401147672
2025-01-14,USD/MXN,17.937960586643534
2025-01-15,USD/MXN,17.33834034292897
2025-01-16,USD/MXN,17.332055631563843
2025-01-17,USD/MXN,17.380121470911195
2025-01-18,USD/MXN,17.07522085513804
2025-01-19,USD/MXN,17.394848995663846
2025-01-20,USD/MXN,17.34817346768926
2025-01-21,USD/MXN,17.530078757295243
2025-01-22,USD/MXN,17.568351195155433
2025-01-23,USD/MXN,17.87523416784318
2025-01-24,USD/MXN,17.69008476763721
2025-01-25,USD/MXN,17.38461926886752
2025-01-26,USD/MXN,17.32031706573033
2025-01-27,USD/MXN,17.598383834301302
2025-01-28,USD/MXN,17.23595335859587
2025-01-29,USD/MXN,17.86629175317087
2025-01-30,USD/MXN,17.73588802414426
2025-01-31,USD/MXN,17.406164869579058
2025-02-01,USD/MXN,17.157373094181825
2025-02-02,USD/MXN,17.770774474833082
2025-02-03,USD/MXN,17.477092030949475
2025-02-04,USD/MXN,17.747563262394692
2025-02-05,USD/MXN,17.181114468241127
2025-02-06,USD/MXN,17.380124995409247
2025-02-07,USD/MXN,17.501048739943638
2025-02-08,USD/MXN,17.50939611875295
2025-02-09,USD/MXN,17.40998690570415
2025-02-10,USD/MXN,17.6245699864695
2025-02-11,USD/MXN,17.286475914123482
2025-02-12,USD/MXN,17.47152410299574
2025-02-13,USD/MXN,17.52405912634238
2025-02-14,USD/MXN,17.60288776681175
2025-02-15,USD/MXN,17.642322975617777
2025-02-16,USD/MXN,17.275071581632425
2025-02-17,USD/MXN,17.193177165852877
2025-02-18,USD/MXN,17.755535364379703
2025-02-19,USD/MXN,17.566462802395918
2025-02-20,USD/MXN,17.35030269268869
2025-02-21,USD/MXN,17.810230395104504
2025-02-22,USD/MXN,17.52313492685857
2025-02-23,USD/MXN,17.735859436812767
2025-02-24,USD/MXN,17.513503696282022
2025-02-25,USD/MXN,17.912149584976397
2025-02-26,USD/MXN,17.85106816848864
2025-02-27,USD/MXN,17.450207170304186
2025-02-28,USD/MXN,17.69431419019087
2025-03-01,USD/MXN,17.629075189917028
2025-03-02,USD/MXN,17.77372631150647
2025-03-03,USD/MXN,17.30701530788398
2025-03-04,USD/MXN,17.637210291999686
2025-03-05,USD/MXN,17.711684897369917
2025-03-06,USD/MXN,17.14825210271538
2025-03-07,USD/MXN,17.263348297466845
2025-03-08,USD/MXN,17.09215356444798
2025-03-09,USD/MXN,17.446118633111087
2025-03-10,USD/MXN,17.643508451159192
2025-03-11,USD/MXN,17.800471410419206
2025-03-12,USD/MXN,17.514818956083953
2025-03-13,USD/MXN,17.825723109114257
2025-03-14,USD/MXN,17.22397970835702
2025-03-15,USD/MXN,17.159323512128967
2025-03-16,USD/MXN,17.488890460220677
2025-03-17,USD/MXN,17.576813089787862
2025-03-18,USD/MXN,17.493461050381182
2025-03-19,USD/MXN,17.086511579992024
2025-03-20,USD/MXN,17.482175992097442
2025-03-21,USD/MXN,17.23910609989903
2025-03-22,USD/MXN,17.633934509766007
2025-03-23,USD/MXN,17.57331964921937
2025-03-24,USD/MXN,17.312024042734528
2025-03-25,USD/MXN,17.397226616532663
2025-03-26,USD/MXN,17.28815729562221
2025-03-27,USD/MXN,17.487464180545366
2025-03-28,USD/MXN,17.69102846410025
2025-03-29,USD/MXN,17.30285479073289
2025-03-30,USD/MXN,17.60080930310357
2025-03-31,USD/MXN,17.393948476325512
2025-04-01,USD/MXN,17.34142543354753
2025-04-02,USD/MXN,17.47859392800909
2025-04-03,USD/MXN,17.292951535516124
2025-04-04,USD/MXN,17.389270138930563
2025-04-05,USD/MXN,17.26042442148223
2025-04-06,USD/MXN,17.892945026583277
2025-04-07,USD/MXN,17.507052710394344
2025-04-08,USD/MXN,17.360054898401483
2025-04-09,USD/MXN,17.542795982146846
2025-04-10,USD/MXN,17.477534390061834
2025-04-11,USD/MXN,17.455806080093357
2025-04-12,USD/MXN,17.622833340008686
2025-04-13,USD/MXN,17.651501542009463
2025-04-14,USD/MXN,17.393899770477894
2025-04-15,USD/MXN,17.384836351871066
2025-04-16,USD/MXN,17.44498966056967
2025-04-17,USD/MXN,17.039615767052883
2025-04-18,USD/MXN,17.19696178756029
2025-04-19,USD/MXN,17.773374853488907
2025-04-20,USD/MXN,17.828993542700257
2025-04-21,USD/MXN,17.450192792088725
2025-04-22,USD/MXN,17.615311392611154
2025-04-23,USD/MXN,17.562250030908707
2025-04-24,USD/MXN,18.11577616169105
2025-04-25,USD/MXN,17.723914982286914
2025-04-26,USD/MXN,17.474416481703848
2025-04-27,USD/MXN,17.308891911879915
2025-04-28,USD/MXN,17.178710735948485
2025-04-29,USD/MXN,17.540692727173443
2025-04-30,USD/MXN,17.34872985094314
2025-05-01,USD/MXN,17.215549258080465
2025-05-02,USD/MXN,17.370685423151496
2025-05-03,USD/MXN,17.28369039927712
2025-05-04,USD/MXN,17.837428327014514
2025-05-05,USD/MXN,17.67632795138989
2025-05-06,USD/MXN,17.498405471736678
2025-05-07,USD/MXN,17.795988827778004
2025-05-08,USD/MXN,17.515473661529523
2025-05-09,USD/MXN,17.327743159734347
2025-05-10,USD/MXN,17.80462481545393
2025-05-11,USD/MXN,17.607782008736933
2025-05-12,USD/MXN,17.29255076913471
2025-05-13,USD/MXN,17.46193226438328
2025-05-14,USD/MXN,17.32487634932305
2025-05-15,USD/MXN,17.22344005380713
2025-05-16,USD/MXN,17.685235509506327
2025-05-17,USD/MXN,17.881883328094027
2025-05-18,USD/MXN,17.220286485236173
2025-05-19,USD/MXN,17.612593847338115
2025-05-20,USD/MXN,17.369871486175633
2025-05-21,USD/MXN,17.402574923247062
2025-05-22,USD/MXN,17.381521215152226
2025-05-23,USD/MXN,17.327201846064035
2025-05-24,USD/MXN,17.509704325588967
2025-05-25,USD/MXN,17.33380997671779
2025-05-26,USD/MXN,17.55409136515597
2025-05-27,USD/MXN,17.48995237811017
2025-05-28,USD/MXN,17.452210390626718
2025-05-29,USD/MXN,17.31848726759168
2025-05-30,USD/MXN,17.384645733886334
2025-05-31,USD/MXN,17.651078245165152
2025-06-01,USD/MXN,17.600183437524876
2025-06-02,USD/MXN,17.30448895104029
2025-06-03,USD/MXN,17.519866461085844
2025-06-04,USD/MXN,17.650277424674357
2025-06-05,USD/MXN,17.166118943775725
2025-06-06,USD/MXN,17.608672038475987
2025-06-07,USD/MXN,17.36747524821083
2025-06-08,USD/MXN,17.61411973371863
2025-06-09,USD/MXN,17.347348168691497
2025-06-10,USD/MXN,17.139023579867096
2025-06-11,USD/MXN,17.174491512423366
2025-06-12,USD/MXN,17.509616989332276
2025-06-13,USD/MXN,17.551944500344295
2025-06-14,USD/MXN,17.31913667497912
2025-06-15,USD/MXN,17.627718491755473
2025-06-16,USD/MXN,17.167695987546207
2025-06-17,USD/MXN,17.486784040270535
2025-06-18,USD/MXN,17.25779676004751
2025-06-19,USD/MXN,17.36963277843957
2025-06-20,USD/MXN,17.509479734263284
2025-06-21,USD/MXN,17.327917326943208
2025-06-22,USD/MXN,17.423088891154034
2025-06-23,USD/MXN,17.701258561842888
2025-06-24,USD/MXN,17.38462162609537
2025-06-25,USD/MXN,17.66713842241303
2025-06-26,USD/MXN,17.274058629068477
2025-06-27,USD/MXN,17.605960835583055
2025-06-28,USD/MXN,17.78831372413158
2025-06-29,USD/MXN,17.005671099974542
2025-06-30,USD/MXN,17.340620948905904
2025-07-01,USD/MXN,17.615414425436107
2025-07-02,USD/MXN,17.4593909227914
2025-07-03,USD/MXN,17.57422917467426
2025-07-04,USD/MXN,17.379202962656837
2025-07-05,USD/MXN,17.51731795749458
2025-07-06,USD/MXN,17.468864552921584
2025-07-07,USD/MXN,17.73355641233196
2025-07-08,USD/MXN,17.550884168660243
2025-07-09,USD/MXN,17.567520532415042
2025-07-10,USD/MXN,17.417624606775508
2025-07-11,USD/MXN,17.402478755185502
2025-07-12,USD/MXN,17.413488362436077
2025-07-13,USD/MXN,17.57889042847566
2025-07-14,USD/MXN,17.415803103835948
2025-07-15,USD/MXN,17.55795497137928
2025-07-16,USD/MXN,17.915080159729087
2025-07-17,USD/MXN,17.67422494068634
2025-07-18,USD/MXN,17.43479529356643
2025-07-19,USD/MXN,17.740242784432787
2025-07-20,USD/MXN,17.41838492539569
2025-07-21,USD/MXN,17.092375092964428
2025-07-22,USD/MXN,17.29838273781652
2025-07-23,USD/MXN,17.12584161579483
2025-07-24,USD/MXN,17.429697303191737
2025-07-25,USD/MXN,17.50368367583791
2025-07-26,USD/MXN,17.835287462455057
2025-07-27,USD/MXN,17.565385474752834
2025-07-28,USD/MXN,17.45617989423823
2025-07-29,USD/MXN,17.665881116236697
2025-07-30,USD/MXN,17.057772938198422
2025-07-31,USD/MXN,17.547122911621713
2025-08-01,USD/MXN,17.654173038777394
2025-08-02,USD/MXN,17.204282750844033
2025-08-03,USD/MXN,17.728750808641387
2025-08-04,USD/MXN,17.567699281498882
2025-08-05,USD/MXN,17.41694241721984
2025-08-06,USD/MXN,17.626556373221256
2025-08-07,USD/MXN,17.95413857156088
2025-08-08,USD/MXN,17.5363732510117
2025-08-09,USD/MXN,17.549644117260065
2025-08-10,USD/MXN,17.408127820091952
2025-08-11,USD/MXN,17.33003112610704
2025-08-12,USD/MXN,17.66606716330885
2025-08-13,USD/MXN,17.328783234818225
2025-08-14,USD/MXN,17.51431324744388
2025-08-15,USD/MXN,17.404468510646975
2025-08-16,USD/MXN,17.59579596514928
2025-08-17,USD/MXN,17.566732421057388
2025-08-18,USD/MXN,17.70750798885158
2025-08-19,USD/MXN,17.39799672022905
2025-08-20,USD/MXN,17.446025012941327
2025-08-21,USD/MXN,17.30424725684354
2025-08-22,USD/MXN,17.411141347984778
2025-08-23,USD/MXN,17.57546009860897
2025-08-24,USD/MXN,17.65139772332907
2025-08-25,USD/MXN,17.315566935164476
2025-08-26,USD/MXN,17.673921184021133
2025-08-27,USD/MXN,17.77112757176099
2025-08-28,USD/MXN,17.58268698064474
2025-08-29,USD/MXN,17.875359162511614
2025-08-30,USD/MXN,17.345242160179286
2025-08-31,USD/MXN,17.251069059337716
2025-09-01,USD/MXN,17.144255950219144
2025-09-02,USD/MXN,17.799208862297835
2025-09-03,USD/MXN,17.63087313127081
2025-09-04,USD/MXN,17.48888306581791
2025-09-05,USD/MXN,17.555993725263964
2025-09-06,USD/MXN,17.274902190540324
2025-09-07,USD/MXN,17.989150395923364
2025-09-08,USD/MXN,17.525844236395045
2025-09-09,USD/MXN,17.52187895892098
2025-09-10,USD/MXN,17.645153324779738
2025-09-11,USD/MXN,17.59620184634734
2025-09-12,USD/MXN,17.544776804855825
2025-09-13,USD/MXN,17.341905108910936
2025-09-14,USD/MXN,17.5942936714272
2025-09-15,USD/MXN,17.876404899295007
2025-09-16,USD/MXN,17.769084009230994
2025-09-17,USD/MXN,17.81863732532788
2025-09-18,USD/MXN,17.397756864713763
2025-09-19,USD/MXN,17.302079035948285
2025-09-20,USD/MXN,17.47484261598007
2025-09-21,USD/MXN,17.51114498245774
2025-09-22,USD/MXN,17.71883830369419
2025-09-23,USD/MXN,17.161507074057035
2025-09-24,USD/MXN,17.805910063892124
2025-09-25,USD/MXN,17.468398420284203
2025-09-26,USD/MXN,17.414623786010516
2025-09-27,USD/MXN,17.297579124947966
2025-09-28,USD/MXN,17.169028665626847
2025-09-29,USD/MXN,17.66463411679238
2025-09-30,USD/MXN,17.51466359343768
2025-10-01,USD/MXN,17.24200782005179
2025-10-02,USD/MXN,17.240984245587278
2025-10-03,USD/MXN,17.432843060141973
2025-10-04,USD/MXN,17.83380430505788
2025-10-05,USD/MXN,17.448081729727278
2025-10-06,USD/MXN,17.19937140937638
2025-10-07,USD/MXN,17.450851387182812
2025-10-08,USD/MXN,17.445455286050464
2025-10-09,USD/MXN,16.960622671411684
2025-10-10,USD/MXN,17.489141026696437
2025-10-11,USD/MXN,17.453813093958264
2025-10-12,USD/MXN,17.639241272962682
2025-10-13,USD/MXN,17.869791218989068
2025-10-14,USD/MXN,17.725313005909552
