date,corridor,volume_usd,fx_rate,net_revenue_0.015,net_revenue_0.02,net_revenue_0.025
2025-02-27,USD/INR,968051.9126155248,82.93815752482976,14520.778689232871,19361.038252310496,24201.297815388123
2025-02-28,USD/INR,933845.5103296251,83.06625268628072,14007.682654944376,18676.910206592504,23346.137758240628
2025-03-01,USD/INR,1082100.7580068184,83.19510902542447,16231.511370102275,21642.01516013637,27052.51895017046
2025-03-02,USD/INR,1050490.8544671317,82.90416515243095,15757.362817006975,21009.817089342632,26262.271361678293
2025-03-03,USD/INR,965592.4827411138,82.96286820466723,14483.887241116705,19311.849654822276,24139.812068527845
2025-03-04,USD/INR,1112621.7902672153,82.77873300519879,16689.326854008228,22252.435805344307,27815.544756680385
2025-03-05,USD/INR,1049088.2743495798,82.76075867518387,15736.324115243697,20981.765486991597,26227.206858739497
2025-03-06,USD/INR,983758.4308245688,83.16250516447884,14756.376462368533,19675.168616491377,24593.960770614223
2025-03-07,USD/INR,875029.7142563213,83.27124800571417,13125.44571384482,17500.594285126426,21875.742856408033
2025-03-08,USD/INR,1114547.128629537,82.98559797568393,16718.206929443055,22290.942572590742,27863.67821573843
2025-03-09,USD/INR,930521.3766618202,83.20070657957841,13957.820649927302,18610.427533236405,23263.034416545506
2025-03-10,USD/INR,917730.0626521554,83.07232720500953,13765.950939782331,18354.601253043107,22943.251566303887
2025-03-11,USD/INR,1051128.521600482,82.87097604907898,15766.92782400723,21022.57043200964,26278.21304001205
2025-03-12,USD/INR,1121987.6203169636,83.07227912110169,16829.814304754454,22439.752406339274,28049.690507924093
2025-03-13,USD/INR,1069213.640925526,83.30760731329319,16038.204613882888,21384.27281851052,26730.34102313815
2025-03-14,USD/INR,1028195.456002618,82.99283479217802,15422.93184003927,20563.909120052358,25704.88640006545
2025-03-15,USD/INR,1029737.7170832643,83.3129287311628,15446.065756248963,20594.754341665284,25743.442927081607
2025-03-16,USD/INR,1042670.7779390154,82.47605097918205,15640.061669085231,20853.415558780307,26066.76944847539
2025-03-17,USD/INR,1037946.4294893383,83.16438050087504,15569.196442340073,20758.928589786767,25948.66073723346
2025-03-18,USD/INR,1014059.5711984688,83.01740941364764,15210.893567977031,20281.191423969376,25351.489279961723
2025-03-19,USD/INR,1005210.0551975938,82.94019852990682,15078.150827963906,20104.201103951877,25130.251379939844
2025-03-20,USD/INR,996870.3436050239,83.0183521553071,14953.055154075359,19937.40687210048,24921.7585901256
2025-03-21,USD/INR,962301.7705566662,82.60248621707981,14434.526558349993,19246.035411133325,24057.544263916658
2025-03-22,USD/INR,985966.2461566613,82.9560656224325,14789.493692349919,19719.324923133227,24649.156153916534
2025-03-23,USD/INR,915352.1592902307,83.07142251430236,13730.28238935346,18307.043185804614,22883.80398225577
2025-03-24,USD/INR,995083.0186602625,83.2955788089483,14926.245279903937,19901.66037320525,24877.07546650656
2025-03-25,USD/INR,950570.4446424542,82.89634595634527,14258.556669636811,19011.408892849082,23764.261116061356
2025-03-26,USD/INR,944820.5341392114,82.83830127942136,14172.308012088171,18896.41068278423,23620.513353480288
2025-03-27,USD/INR,1008994.7075576739,82.8996485912831,15134.920613365108,20179.89415115348,25224.86768894185
2025-03-28,USD/INR,1069600.11431723,83.18308042354042,16044.00171475845,21392.0022863446,26740.00285793075
2025-03-29,USD/INR,1045915.8303001156,83.06575022193194,15688.737454501734,20918.316606002314,26147.89575750289
2025-03-30,USD/INR,921474.9698188412,82.89404795924659,13822.124547282618,18429.499396376825,23036.87424547103
2025-03-31,USD/INR,950518.5931714831,83.10265348662267,14257.778897572247,19010.371863429664,23762.96482928708
2025-04-01,USD/INR,1047038.5593994108,83.0194155098696,15705.578390991162,20940.77118798822,26175.963984985272
2025-04-02,USD/INR,950875.6303230845,83.19372899810658,14263.134454846268,19017.512606461692,23771.890758077116
2025-04-03,USD/INR,988768.3425001488,82.85958938122452,14831.52513750223,19775.366850002978,24719.20856250372
2025-04-04,USD/INR,1027502.6049512275,82.93446757068044,15412.539074268412,20550.052099024553,25687.56512378069
2025-04-05,USD/INR,951582.7772568183,82.92157836937356,14273.741658852274,19031.655545136364,23789.56943142046
2025-04-06,USD/INR,1005268.7753072979,82.70729701037358,15079.031629609468,20105.37550614596,25131.71938268245
2025-04-07,USD/INR,933298.7252540898,83.05922405541291,13999.480878811346,18665.9745050818,23332.468131352245
2025-04-08,USD/INR,969931.6178024393,83.05221105443597,14548.974267036589,19398.632356048787,24248.290445060982
2025-04-09,USD/INR,1015989.0967071268,83.00102269132849,15239.836450606901,20319.78193414254,25399.727417678172
2025-04-10,USD/INR,920350.3133234165,82.95308257332498,13805.254699851248,18407.006266468332,23008.757833085416
2025-04-11,USD/INR,1022023.7368980199,82.71692585158992,15330.356053470297,20440.474737960398,25550.5934224505
2025-04-12,USD/INR,999018.1100536659,82.91587093544693,14985.271650804989,19980.36220107332,24975.45275134165
2025-04-13,USD/INR,1027624.4977208574,82.93145709669464,15414.36746581286,20552.48995441715,25690.612443021437
2025-04-14,USD/INR,1011195.7067032331,82.83954454615568,15167.935600548495,20223.91413406466,25279.89266758083
2025-04-15,USD/INR,1068207.0214986922,82.96774285766679,16023.105322480384,21364.140429973846,26705.17553746731
2025-04-16,USD/INR,1006261.2251323954,83.08081017136291,15093.91837698593,20125.224502647907,25156.530628309887
2025-04-17,USD/INR,978529.7229437374,83.3772371802421,14677.94584415606,19570.594458874748,24463.243073593436
2025-04-18,USD/INR,1006114.8751516142,83.03491556256637,15091.723127274212,20122.297503032285,25152.871878790356
2025-04-19,USD/INR,1027164.9014518193,83.05151007814456,15407.47352177729,20543.29802903639,25679.122536295486
2025-04-20,USD/INR,1002443.0035162852,82.98511081684677,15036.645052744278,20048.860070325703,25061.07508790713
2025-04-21,USD/INR,1002029.5845601942,82.61624575694019,15030.443768402913,20040.591691203885,25050.739614004855
2025-04-22,USD/INR,964900.4156096622,82.99469722491015,14473.506234144932,19298.008312193244,24122.510390241558
2025-04-23,USD/INR,966854.9541224525,83.0120460419882,14502.824311836788,19337.09908244905,24171.373853061315
2025-04-24,USD/INR,929869.7364100153,83.49264842249706,13948.046046150228,18597.394728200306,23246.743410250383
2025-04-25,USD/INR,1087478.837159347,82.96152780704378,16312.182557390204,21749.576743186943,27186.970928983676
2025-04-26,USD/INR,937806.8382304357,83.06030946846673,14067.102573456536,18756.136764608716,23445.170955760896
2025-04-27,USD/INR,965354.7401102047,82.99305764605896,14480.32110165307,19307.094802204094,24133.86850275512
2025-04-28,USD/INR,964079.6367215401,82.76626439247609,14461.194550823102,19281.592734430804,24101.990918038504
2025-04-29,USD/INR,1044746.218847222,83.228564562903,15671.19328270833,20894.92437694444,26118.65547118055
2025-04-30,USD/INR,985252.5160853986,83.15038660653735,14778.78774128098,19705.05032170797,24631.312902134967
2025-05-01,USD/INR,1062387.1036336867,83.1582063894086,15935.8065545053,21247.742072673733,26559.67759084217
2025-05-02,USD/INR,966325.4687878066,82.81812250904105,14494.882031817098,19326.509375756134,24158.136719695165
2025-05-03,USD/INR,1013949.7081111901,83.28055886218722,15209.245621667851,20278.994162223804,25348.742702779753
2025-05-04,USD/INR,958232.6473370121,82.71962978744155,14373.48971005518,19164.652946740243,23955.816183425304
2025-05-05,USD/INR,1107257.4563886693,83.11737141876006,16608.86184583004,22145.149127773388,27681.436409716734
2025-05-06,USD/INR,940620.0790485244,83.43809112516199,14109.301185727865,18812.401580970487,23515.501976213112
2025-05-07,USD/INR,1015491.0355113514,82.80189273497386,15232.36553267027,20309.820710227028,25387.275887783788
2025-05-08,USD/INR,1031688.8440466049,82.88674045407944,15475.332660699074,20633.7768809321,25792.221101165123
2025-05-09,USD/INR,1020689.9548725749,83.01993027301752,15310.349323088623,20413.799097451498,25517.248871814372
2025-05-10,USD/INR,990735.6170561146,82.89930486917676,14861.034255841718,19814.712341122293,24768.390426402868
2025-05-11,USD/INR,993508.9650133287,82.68986731378678,14902.63447519993,19870.179300266576,24837.724125333218
2025-05-12,USD/INR,1002190.5735989555,83.0137125949612,15032.858603984332,20043.811471979112,25054.764339973888
2025-05-13,USD/INR,992649.8999185755,82.78753925725478,14889.748498778632,19852.997998371513,24816.24749796439
2025-05-14,USD/INR,1048193.9558397455,83.09471848612704,15722.909337596182,20963.87911679491,26204.848895993637
2025-05-15,USD/INR,1110526.1500795675,82.81611515315323,16657.892251193512,22210.52300159135,27763.153751989186
2025-05-16,USD/INR,972125.4107496083,83.30998688100351,14581.881161244124,19442.508214992165,24303.13526874021
2025-05-17,USD/INR,931509.851021046,82.84334934153276,13972.64776531569,18630.19702042092,23287.74627552615
2025-05-18,USD/INR,995585.8975824373,82.93558769675886,14933.788463736559,19911.717951648745,24889.647439560933
2025-05-19,USD/INR,1128985.466882716,83.16270344347393,16934.78200324074,22579.70933765432,28224.6366720679
2025-05-20,USD/INR,959816.2716015135,82.75382713671321,14397.244074022701,19196.32543203027,23995.40679003784
2025-05-21,USD/INR,1081955.8402722033,83.04549198692082,16229.33760408305,21639.116805444068,27048.896006805084
2025-05-22,USD/INR,1083885.040703822,83.26142855085648,16258.275610557328,21677.700814076437,27097.12601759555
2025-05-23,USD/INR,972320.5879146003,82.67850335308775,14584.808818719004,19446.411758292004,24308.01469786501
2025-05-24,USD/INR,1028449.1539592638,83.03692677170646,15426.737309388956,20568.983079185276,25711.2288489816
2025-05-25,USD/INR,1081419.8311564268,83.05197655884969,16221.297467346401,21628.396623128538,27035.49577891067
2025-05-26,USD/INR,981043.6129506256,83.15636457435546,14715.654194259383,19620.87225901251,24526.090323765642
2025-05-27,USD/INR,989820.9819948819,82.75260985782438,14847.314729923228,19796.41963989764,24745.524549872047
2025-05-28,USD/INR,970915.9543025678,82.73590867738315,14563.739314538516,19418.319086051357,24272.898857564196
2025-05-29,USD/INR,949262.1634653567,83.10438831312338,14238.93245198035,18985.243269307135,23731.554086633918
2025-05-30,USD/INR,967536.1227466996,83.05939693464664,14513.041841200493,19350.72245493399,24188.403068667492
2025-05-31,USD/INR,938802.9866618871,83.05009857006918,14082.044799928306,18776.059733237744,23470.07466654718
2025-06-01,USD/INR,1001704.1734129613,83.06928964189939,15025.562601194419,20034.083468259225,25042.604335324035
2025-06-02,USD/INR,961501.3384470679,82.8639950556843,14422.520076706018,19230.02676894136,24037.5334611767
2025-06-03,USD/INR,1011689.2955895374,83.0464507394322,15175.339433843059,20233.785911790746,25292.232389738434
2025-06-04,USD/INR,922205.2176898186,83.05861449465974,13833.078265347278,18444.10435379637,23055.130442245467
2025-06-05,USD/INR,1016544.0116107229,82.85712971639472,15248.160174160843,20330.88023221446,25413.600290268074
2025-06-06,USD/INR,1041676.4480804462,83.37315490222895,15625.146721206693,20833.528961608925,26041.911202011157
2025-06-07,USD/INR,900313.2178714272,83.09476658418235,13504.698268071408,18006.264357428543,22507.83044678568
2025-06-08,USD/INR,1018702.8284923786,82.76173930055947,15280.542427385679,20374.056569847573,25467.570712309465
2025-06-09,USD/INR,1061383.4496236646,83.13131072172676,15920.751744354968,21227.668992473293,26534.586240591616
2025-06-10,USD/INR,939517.9490654398,82.80506366595453,14092.769235981596,18790.358981308797,23487.948726635994
2025-06-11,USD/INR,1083628.6193418852,83.15741692074849,16254.429290128277,21672.572386837706,27090.71548354713
2025-06-12,USD/INR,1020950.9504683022,83.23171911580148,15314.264257024533,20419.019009366046,25523.773761707558
2025-06-13,USD/INR,964749.4072120795,82.83586353632965,14471.241108181192,19294.98814424159,24118.73518030199
2025-06-14,USD/INR,997211.5461171147,83.19267522584886,14958.17319175672,19944.230922342296,24930.28865292787
2025-06-15,USD/INR,1027916.3456260861,83.0825561853873,15418.745184391291,20558.326912521723,25697.908640652153
2025-06-16,USD/INR,1003800.2695706206,83.16441203199889,15057.00404355931,20076.00539141241,25095.00673926552
2025-06-17,USD/INR,1026937.7996223185,83.37935859653079,15404.066994334777,20538.75599244637,25673.444990557964
2025-06-18,USD/INR,953966.3203460317,82.95092237679943,14309.494805190474,19079.326406920634,23849.158008650793
2025-06-19,USD/INR,1008468.041201804,82.8492527671285,15127.020618027058,20169.36082403608,25211.7010300451
2025-06-20,USD/INR,929314.275154751,82.8220971140749,13939.714127321266,18586.28550309502,23232.856878868777
2025-06-21,USD/INR,994438.696932565,82.83683794300691,14916.580453988474,19888.7739386513,24860.967423314127
2025-06-22,USD/INR,954804.6179267605,82.98457965811718,14322.069268901407,19096.09235853521,23870.115448169014
2025-06-23,USD/INR,963223.5028705117,83.06823039496332,14448.352543057676,19264.470057410235,24080.587571762793
2025-06-24,USD/INR,1061804.6587605218,83.055338159866,15927.069881407826,21236.093175210437,26545.116469013046
2025-06-25,USD/INR,1054565.5060297134,83.1654366498072,15818.482590445701,21091.31012059427,26364.137650742836
2025-06-26,USD/INR,1030456.9060453589,83.00260037837558,15456.853590680383,20609.138120907177,25761.422651133973
2025-06-27,USD/INR,945384.3617663711,83.29070681543146,14180.765426495565,18907.687235327423,23634.60904415928
2025-06-28,USD/INR,984179.5775152599,82.94706863335242,14762.693662728898,19683.5915503052,24604.489437881497
2025-06-29,USD/INR,1060654.8849989593,83.54403383331793,15909.823274984388,21213.097699979186,26516.372124973983
2025-06-30,USD/INR,1007085.8456819953,83.125133469553,15106.287685229929,20141.716913639906,25177.14614204988
2025-07-01,USD/INR,1115966.4769990847,82.82856848871674,16739.49715498627,22319.329539981696,27899.161924977117
2025-07-02,USD/INR,1019665.8919697186,82.78582150038778,15294.988379545779,20393.317839394374,25491.647299242966
2025-07-03,USD/INR,1009602.4558245016,83.09649448304863,15144.036837367523,20192.04911649003,25240.06139561254
2025-07-04,USD/INR,984544.1767898749,82.95530744293482,14768.162651848123,19690.8835357975,24613.604419746873
2025-07-05,USD/INR,1006677.0452391141,83.14280009881841,15100.15567858671,20133.540904782283,25166.926130977852
2025-07-06,USD/INR,992376.5081809728,83.0946475249147,14885.64762271459,19847.530163619456,24809.412704524322
2025-07-07,USD/INR,1035405.4338344295,82.98543421746862,15531.081507516441,20708.10867668859,25885.13584586074
2025-07-08,USD/INR,1047835.1158397292,82.83064125638631,15717.526737595937,20956.702316794584,26195.87789599323
2025-07-09,USD/INR,960700.5269746025,82.69703055506282,14410.507904619037,19214.01053949205,24017.513174365064
2025-07-10,USD/INR,933438.3523221111,82.9106970095866,14001.575284831666,18668.767046442223,23335.95880805278
2025-07-11,USD/INR,908189.7313448351,83.1712797588647,13622.845970172526,18163.794626896703,22704.74328362088
2025-07-12,USD/INR,1025399.5663456272,83.04281874882604,15380.993495184408,20507.991326912543,25634.98915864068
2025-07-13,USD/INR,944831.6696913063,82.7508522442576,14172.475045369594,18896.633393826127,23620.791742282658
2025-07-14,USD/INR,892355.4703523759,83.03463618517024,13385.332055285638,17847.10940704752,22308.8867588094
2025-07-15,USD/INR,1019428.9302265482,83.07706347594576,15291.433953398222,20388.578604530965,25485.723255663706
2025-07-16,USD/INR,1124649.9758716396,82.82322851275977,16869.749638074594,22492.999517432792,28116.24939679099
2025-07-17,USD/INR,999696.4544230053,83.0307450211891,14995.44681634508,19993.929088460107,24992.411360575134
2025-07-18,USD/INR,1041924.538722582,83.0116417436892,15628.86808083873,20838.490774451642,26048.113468064552
2025-07-19,USD/INR,1004091.4679273783,82.77140594043388,15061.372018910673,20081.829358547566,25102.286698184456
2025-07-20,USD/INR,995055.5173404429,83.07155747206966,14925.832760106643,19901.11034680886,24876.387933511072
2025-07-21,USD/INR,1045953.8241493885,83.11215690527365,15689.307362240826,20919.07648298777,26148.845603734713
2025-07-22,USD/INR,985486.2727905675,83.21661024863505,14782.294091858512,19709.72545581135,24637.15681976419
2025-07-23,USD/INR,1013369.6157035951,83.21076041040698,15200.544235553925,20267.3923140719,25334.24039258988
2025-07-24,USD/INR,1016084.8903098006,82.72446612640859,15241.273354647008,20321.697806196014,25402.122257745017
2025-07-25,USD/INR,966595.4773178475,82.81243499201697,14498.932159767714,19331.90954635695,24164.88693294619
2025-07-26,USD/INR,1049602.117476826,83.10300705344173,15744.03176215239,20992.04234953652,26240.052936920652
2025-07-27,USD/INR,991252.0121652295,83.10275719018244,14868.780182478442,19825.040243304593,24781.30030413074
2025-07-28,USD/INR,962212.7420253578,83.10300953726122,14433.191130380366,19244.254840507157,24055.318550633947
2025-07-29,USD/INR,1026825.4921785202,83.77054629813094,15402.382382677803,20536.509843570406,25670.637304463005
2025-07-30,USD/INR,955076.6009104481,83.11417810213864,14326.14901365672,19101.532018208964,23876.915022761204
2025-07-31,USD/INR,1001409.0578684565,83.22711312803612,15021.135868026846,20028.18115736913,25035.226446711415
2025-08-01,USD/INR,999544.0501677898,83.19080035269864,14993.160752516846,19990.881003355797,24988.601254194746
2025-08-02,USD/INR,1054294.7782915789,83.13027825026116,15814.421674373683,21085.89556583158,26357.369457289475
2025-08-03,USD/INR,1023734.9116439976,82.93694615107194,15356.023674659964,20474.698232879953,25593.372791099944
2025-08-04,USD/INR,998748.6520627429,83.15179384409865,14981.229780941143,19974.973041254856,24968.716301568573
2025-08-05,USD/INR,1040888.3149600143,82.84543495709248,15613.324724400214,20817.766299200288,26022.20787400036
2025-08-06,USD/INR,1069510.3774508657,82.952636278652,16042.655661762985,21390.207549017316,26737.759436271645
2025-08-07,USD/INR,1027890.5153175931,82.90292729043418,15418.357729763897,20557.81030635186,25697.26288293983
2025-08-08,USD/INR,1000517.630992169,83.01637482787727,15007.764464882535,20010.35261984338,25012.94077480423
2025-08-09,USD/INR,934408.188382492,83.4629317133347,14016.12282573738,18688.163767649843,23360.204709562302
2025-08-10,USD/INR,946744.3168462313,82.62654696148165,14201.16475269347,18934.88633692463,23668.607921155784
2025-08-11,USD/INR,984738.7647822666,83.1372520380749,14771.081471733998,19694.775295645333,24618.469119556667
2025-08-12,USD/INR,969524.3898920359,82.67745682576206,14542.865848380537,19390.487797840717,24238.1097473009
2025-08-13,USD/INR,990651.4348507277,82.90561362684211,14859.771522760915,19813.028697014553,24766.285871268192
2025-08-14,USD/INR,1002832.4962448553,83.21779011939347,15042.48744367283,20056.64992489711,25070.812406121386
2025-08-15,USD/INR,1026484.6377178365,83.0128560038191,15397.269565767547,20529.692754356733,25662.115942945915
2025-08-16,USD/INR,996475.0610970454,82.78445104441414,14947.125916455681,19929.501221940907,24911.87652742614
2025-08-17,USD/INR,1024325.0821913101,82.856939258148,15364.876232869652,20486.501643826203,25608.127054782755
2025-08-18,USD/INR,1003223.720740506,83.13591954978693,15048.355811107589,20064.47441481012,25080.59301851265
2025-08-19,USD/INR,901226.6716823064,82.85392667365657,13518.400075234596,18024.53343364613,22530.666792057662
2025-08-20,USD/INR,953033.2303090623,83.04329171791639,14295.498454635934,19060.664606181246,23825.83075772656
2025-08-21,USD/INR,992795.6222139192,83.00911436798076,14891.934333208786,19855.912444278383,24819.89055534798
2025-08-22,USD/INR,939515.2628579446,82.86967993047884,14092.728942869167,18790.305257158892,23487.881571448615
2025-08-23,USD/INR,1029996.4364998102,83.42878881786507,15449.946547497153,20599.928729996205,25749.910912495256
2025-08-24,USD/INR,1076537.5416171849,83.1267838044636,16148.063124257773,21530.7508323437,26913.438540429623
2025-08-25,USD/INR,1060938.0925848659,82.59497148266848,15914.071388772987,21218.761851697316,26523.45231462165
2025-08-26,USD/INR,989327.8564534896,83.03729086295388,14839.917846802344,19786.55712906979,24733.19641133724
2025-08-27,USD/INR,1074536.3068424975,82.86764270704633,16118.044602637463,21490.726136849953,26863.40767106244
2025-08-28,USD/INR,1007433.3728601056,83.17048666695925,15111.500592901582,20148.66745720211,25185.83432150264
2025-08-29,USD/INR,983145.701444098,82.84149585231346,14747.18552166147,19662.91402888196,24578.642536102452
2025-08-30,USD/INR,969329.866822953,82.97705271170662,14539.948002344294,19386.59733645906,24233.246670573826
2025-08-31,USD/INR,984876.5156755936,83.10099745579609,14773.147735133904,19697.530313511874,24621.912891889842
2025-09-01,USD/INR,980591.1590729386,83.17315103883402,14708.867386094078,19611.823181458774,24514.778976823465
2025-09-02,USD/INR,1008520.8111187743,82.75994071858885,15127.812166781614,20170.416222375487,25213.02027796936
2025-09-03,USD/INR,1008028.6990524932,82.93309975283181,15120.430485787398,20160.573981049864,25200.717476312333
2025-09-04,USD/INR,1000152.3010076707,82.90501093776781,15002.28451511506,20003.046020153415,25003.80752519177
2025-09-05,USD/INR,1021846.9084873175,82.86933415348526,15327.703627309762,20436.93816974635,25546.17271218294
2025-09-06,USD/INR,1059532.313739317,83.35309084805623,15892.984706089754,21190.64627478634,26488.307843482926
2025-09-07,USD/INR,1047477.7067720662,83.0809963421922,15712.165601580993,20949.554135441325,26186.942669301658
2025-09-08,USD/INR,925755.1015775048,82.74782320913299,13886.32652366257,18515.102031550097,23143.87753943762
2025-09-09,USD/INR,872303.9432549023,83.18357238941095,13084.559148823533,17446.078865098047,21807.598581372557
2025-09-10,USD/INR,1046715.9955619636,83.42443123940252,15700.739933429453,20934.319911239272,26167.89988904909
2025-09-11,USD/INR,931656.065079229,83.20649305211023,13974.840976188434,18633.12130158458,23291.401626980725
2025-09-12,USD/INR,988761.7299053658,82.6961260068092,14831.425948580487,19775.234598107316,24719.04324763415
2025-09-13,USD/INR,941494.3486970321,82.90315318542675,14122.415230455481,18829.886973940644,23537.358717425803
2025-09-14,USD/INR,909900.9781209991,83.25338222983733,13648.514671814986,18198.01956241998,22747.524453024977
2025-09-15,USD/INR,1027073.1364102394,82.85846610687625,15406.09704615359,20541.462728204788,25676.828410255985
2025-09-16,USD/INR,1037957.7580151324,83.08876388562925,15569.366370226986,20759.15516030265,25948.94395037831
2025-09-17,USD/INR,971174.4799636641,83.15492681068586,14567.61719945496,19423.48959927328,24279.361999091605
